Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,Source.Extinct,Source.Rediscovered.or.Synonymised
Onosma_affine,na,na,species,Boraginaceae,CR,TUR,G,Hemicr._or_cham.,WP,Rediscovered,Onosma_affine,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.","Kandemir, A. (2009). The rediscovery of some taxa thought to have been extinct in Turkey. Turkish Journal of Botany 33: 113-122."
Onosma_discedens,na,na,species,Boraginaceae,CR,TUR,G,Cham.,WP,Rediscovered,Onosma_discedens,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.","Kandemir, A. (2009). The rediscovery of some taxa thought to have been extinct in Turkey. Turkish Journal of Botany 33: 113-122."
Opercularia_acolytantha,na,na,species,Rubiaceae,EX,WAU,S,hemicr.,HP,Extinct,Opercularia_acolytantha,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Opercularia_hirsuta,na,na,species,Rubiaceae,DD,WAU,DT,hemicr.,HP,Rediscovered,Opercularia_hirsuta,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://florabase.dpaw.wa.gov.au/browse/profile/7347
Opercularia_rubioides,na,na,species,Rubiaceae,CR,WAU,S,Hemicr.,WP,Rediscovered,Opercularia_rubioides,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://florabase.dpaw.wa.gov.au/browse/profile/7350
Ophiorrhiza_barnesii,na,na,species,Rubiaceae,EW,IND,WT,cham.,WP,Extinct,Ophiorrhiza_barnesii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Ophiorrhiza_brunonis,na,na,species,Rubiaceae,VU,IND,T,cham.,WP,Rediscovered,Ophiorrhiza_brunonis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",https://indiabiodiversity.org/species/show/259313
Ophiorrhiza_caudata,na,na,species,Rubiaceae,CR,IND,WT,Ther.,A,Rediscovered,Ophiorrhiza_caudata,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",http://www.iaat.org.in/Rheedea19_45-46.pdf
Ophiorrhiza_pykarensis,na,na,species,Rubiaceae,EX,IND,WT,cham.,WP,Extinct,Ophiorrhiza_pykarensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Ophiorrhiza_radicans,na,na,species,Rubiaceae,CR,"IND,SRL",T,Cham.,WP,Rediscovered,Ophiorrhiza_radicans,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1988). Red data book of Indian plants 2: 1-268. Calcutta.","Joseph, G., Hareesh, V.S., Sreekumar, V.B. & Hrideek, T.K. (2013). Rediscovery of Ophiorrhiza radicans (Rubiaceae) from Western Ghats of peninsular India. Rheedea 23: 19-21."
Opuntia_bonplandii,na,na,species,,,,,,,Synonym,Opuntia_beckeriana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_bergeriana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_megalantha,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_lanceolata,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_maxima,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_hanburyana,na,na,species,Cactaceae,EW,cult,DT,succ._cham.,WP,Extinct,Opuntia_hanburyana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.",
Opuntia_inaequilateralis,na,na,species,Cactaceae,EW,cult,DT,succ._cham.,WP,Extinct,Opuntia_inaequilateralis,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.",
Opuntia_macrocentra,na,na,species,,,,,,,Synonym,Opuntia_horstii,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Opuntia_sulphurea,na,na,species,,,,,,,Synonym,Opuntia_hildemanii,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Orbexilum_macrophyllum,na,na,species,Fabaceae,EX,NCA,G,Hemicr.,WP,Extinct,Orbexilum_macrophyllum,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Orbexilum_macrophyllum,na,na,species,,,,,,,Synonym,Psoralea_macrophylla,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Orbexilum_stipulatum,na,na,species,Fabaceae,EX,KTY,G,Hemicr.,WP,Extinct,Orbexilum_stipulatum,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Orbexilum_stipulatum,na,na,species,,,,,,,Synonym,Psoralea_stipulata,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Oreopanax_simplicifolius,na,na,species,Araliaceae,EW,cult,WT,phan.,WP,Extinct,Oreopanax_simplicifolius,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Ormosia_howii,na,na,species,Fabaceae,CR,CHH,S,Phan.,WP,Rediscovered,Ormosia_howii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Orobanche_cernua,na,na,species,,,,,,,Synonym,Orobanche_berthelotii,"Francisco-Ortega, J. & al. (1993). Normania, an endemic Macaronesian genus distinct from Solanum (Solanaceae).","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Orobanche_valida,na,na,species,Orobanchaceae,VU,CAL,S,Holopar._hemicr.,HP,Rediscovered,Orobanche_valida,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.calflora.org/cgi-bin/species_query.cgi?where-calrecnum=13447
Orthocarpus_pachystachyus,na,na,species,Orobanchaceae,CR,CAL,S,Hemipar._ther.,A,Rediscovered,Orthocarpus_pachystachyus,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.calflora.org/cgi-bin/species_query.cgi?where-calrecnum=5996
Orthosiphon_truncatus,na,na,species,Lamiaceae,EX,VIE,WT,Ther.,A,Extinct,Orthosiphon_truncatus,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Osteospermum_hirsutum,na,na,species,Asteraceae,EX,CPP,S,cham.,WP,Extinct,Osteospermum_hirsutum,"Hall, A.V. & Veldhuis, H.A. (1985). South African red data book: 1-160. CSIR, Pretoria.",
Ouratea_elliptica,na,na,species,,,,,,,Synonym,Ouratea_alternifolia,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Oxygyne_triandra,na,na,species,Burmanniaceae,EX,CMN,WT,Holomycotrophic_ther.,A,Extinct,Oxygyne_triandra,"Cable, S. & Cheek, M. (1998). The plants of Mt Cameroon : a conservation checklist. 1-198. Royal Botanic Gardens, Kew",
Ozothamnus_selaginoides,na,na,species,Asteraceae,EW,TAS,S,Cham.,WP,Extinct,Ozothamnus_selaginoides,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Ozothamnus_selaginoides,na,na,species,,,,,,,Synonym,Helichrysum_selaginoides,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Palicourea_tinifolia,na,na,species,Rubiaceae,EW,cult,WT,phan.,WP,Extinct,Palicourea_tinifolia,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Pandanus_conglomeratus,na,na,species,Pandanaceae,EX,MAU,WT,Phan.,WP,Extinct,Pandanus_conglomeratus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Pandanus_drupaceus,na,na,species,Pandanaceae,VU,MAU,WT,Nanophan._or_phan.,WP,Rediscovered,Pandanus_drupaceus,http://cubits.org/theextinctioncubit/db/extinctplants/view/102612/,"Bosser, J. & Guého, J. (2003). Flore des Mascareignes 190: 1-52. IRD Éditions, MSIRI, RBG-Kew, Paris."
Pandanus_iceryi,na,na,species,Pandanaceae,CR,MAU,WT,Phan.,WP,Rediscovered,Pandanus_iceryi,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",http://www.valleedeferney.com/biodiversity.html
Pandanus_incertus,na,na,species,Pandanaceae,EX,MAU,WT,Nanophan.,WP,Extinct,Pandanus_incertus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Pandanus_obsoletus,na,na,species,Pandanaceae,EX,MAU,WT,Nanophan._or_phan.,WP,Extinct,Pandanus_obsoletus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Pandanus_spathulatus,na,na,species,Pandanaceae,EX,MAU,WT,Phan.,WP,Extinct,Pandanus_spathulatus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Pandanus_tectorius,na,na,species,,,,,,,Synonym,Pandanus_veitchii,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Paphiopedilum_delenatii,na,na,species,Orchidaceae,VU,"CHC,CHS,VIE",S,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","Averyanov, L. (2008). The orchids of Vietnam illustrated survey part 1 Subfamilies Apostasioideae, Cyprioedioideae and Spiranthoideae. Turczaninowia 11(1): 5-168."
Paracephaelis_saxatilis,na,na,species,,,,,,,Synonym,Tarenna_velutina,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Paraphalaenopsis_labukensis,na,na,species,Orchidaceae,DD,BOR,WT,epiphyte,E,Rediscovered,Paraphalaenopsis_labukensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Schuiteman, A. (2014). Paraphalaenopsis, an endangered orchid genus from Borneo. Malesian Orchid Journal 13: 83-99."
Parodia_columnaris,na,na,species,,,,,,,Synonym,Parodia_legitima,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Parodia_maassii,na,na,species,,,,,,,Synonym,Parodia_knizei,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_matthesiana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_weberioides,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Parodia_taratensis,na,na,species,,,,,,,Synonym,Parodia_caineana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Parodia_tilcarensis,na,na,species,,,,,,,Synonym,Parodia_gokrauseana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Paronychia_bornmuelleri,na,na,species,Caryophyllaceae,CR,GRC,S,Cham.,WP,Rediscovered,Paronychia_bornmuelleri,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",http://www.bio.bas.bg/~phytolbalcan/PDF/15_3/15_3_17_Vladimirov_NFRs-12.pdf
Paspalum_amphicarpum,na,na,species,Poaceae,CR,CUB,MT,Ther.,A,Rediscovered,Paspalum_amphicarpum,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana. ",Herbarium Havana.
Paspalum_jimenezii,na,na,species,Poaceae,VU,"COS,PAN,VEN",WT,geophyte,HP,Rediscovered,Paspalum_jimenezii,"Standley, P.C. (1939). Flora of Costa Rica. Publications of Field Museum of Natural History, Botanical Series 18(104): 1-1616.","Hokche, O., Berry, P.E. & Huber, O. (eds.) (2008). Nuevo Catálogo de la Flora Vascular de Venezuela: 1-859. Fundación Instituto Botánico de Venezuela."
Pausinystalia_brachythyrsum,na,na,species,Rubiaceae,CR,CMN,WT,Phan.,WP,Rediscovered,Pausinystalia_brachythyrsum,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",https://www.researchgate.net/profile/Martin_Cheek/publication/320009651_Red_Data_Book_of_the_Flowering_Plants_of_Cameroon_IUCN_Global_Assessments/links/59cd20bea6fdcc0333ebcc46/Red-Data-Book-of-the-Flowering-Plants-of-Cameroon-IUCN-Global-Assessments.pdf
Pavetta_bangweensis,na,na,species,Rubiaceae,EX,CMN,WT,Nanophan.,WP,Extinct,Pavetta_bangweensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Pavetta_wightii,na,na,species,Rubiaceae,CR,IND,WT,nanophan.,WP,Rediscovered,Pavetta_wightii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1990). Red data book of Indian plants 3: 1-271. Calcutta.",https://www.researchgate.net/publication/265211426_On_the_rediscovery_of_Pavetta_wightii_Hook_f_Rubiaceae_a_rare_and_little_known_endemic_species_of_Western_Ghats
Pavonia_papilionacea,na,na,species,Malvaceae,EX,SCI,WT,Cham._or_nanophan.,WP,Extinct,Pavonia_papilionacea,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Pavonia_papilionacea,na,na,species,,,,,,,Synonym,Pavonia_lourteigae,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Peltiera_nitida,na,na,species,Fabaceae,EW,MDG,DT,Nanophan.,WP,Extinct,Peltiera_nitida,"Labat, J.-N. & Du Puy, D.J. (1997). A revision of Peltiera, once poorly known and probably extinct genus of Leguminosae from Madagascar. Adansonia , n.s., 19: 85-91.",
Peniocereus_haackeanus,na,na,species,Cactaceae,EW,cult,DT,succ._geophyte,HP,Extinct,Peniocereus_haackeanus,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.",
Peniocereus_marnierianus,na,na,species,Cactaceae,EW,cult,DT,succ._geophyte,HP,Extinct,Peniocereus_marnierianus,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.",
Penstemon_campanulatus,na,na,species,Scrophulariaceae,LC,"NWM,MXC,MXE,MXN,MXS",S,Cham.,WP,Rediscovered,Penstemon_campanulatus,"Kartesz, J.T. (1994) A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland","Villaseñor, J.L. (2016). Checklist of the native vascular plants of Mexico Revista Mexicana de Biodiversidad 87: 559-902."
Penstemon_campanulatus,na,na,species,,,,,,,Synonym,Penstemon_pulchellus,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Penstemon_parviflorus,na,na,species,Scrophulariaceae,EX,"COL,NWM",S,hemicr.,HP,Extinct,Penstemon_parviflorus,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Penstemon_tidestromii,na,na,species,,,,,,,Synonym,Penstemon_leptanthus,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Pentaplaris_dorotaea,na,na,species,Malvaceae,VU,COS,WT,phan.,WP,Rediscovered,Pentaplaris_dorotaea,"Williams, L.O. & Standley, P.C. (1952). Pentaplaris, a new genus of Tiliaceae from Costa Rica. Ceiva 3: 139-142.","Bernal, R., Gradstein, R.S. & Celis, M. (eds.) (2016). Catálogo de plantas y líquenes de Colombia 1-2: 1-3068. Libro impreso."
Peperomia_balfourii,na,na,species,Piperaceae,EX,ROD,WT,succ._cham.,WP,Extinct,Peperomia_balfourii,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.",
Peperomia_balfourii,na,na,species,,,,,,,Synonym,Peperomia_hirta,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Peperomia_beckeri,na,na,species,Piperaceae,EX,BZL,WT,Cham.,WP,Extinct,Peperomia_beckeri,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.",
Peperomia_carpinteriana,na,na,species,Piperaceae,EW,"COS,GUA",WT,succ._cham.,WP,Extinct,Peperomia_carpinteriana,"Standley, P.C. (1939). Flora of Costa Rica. Publications of Field Museum of Natural History, Botanical Series 18(104): 1-1616.",
Peperomia_degeneri,na,na,species,Piperaceae,EX,HAW,WT,succ._cham.,WP,Extinct,Peperomia_degeneri,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Peperomia_megalopoda,na,na,species,Piperaceae,EW,PUE,WT,Cham.,WP,Extinct,Peperomia_megalopoda,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
